caseid,tname,tid,nan_count_per_column,zero_count,size,samplingperiode
613,SNUADC/PLETH,e3f94c8e9b25856982255553570cf4d6100239c5,856,0,4121653,
614,BIS/EEG1_WAV,f962011810133324cf848116dec3662b3e6607ca,265,607,888537,
614,BIS/EEG2_WAV,c9d52e04a71bb12b2a62a26973b386eb381564ce,265,577,888537,
614,Primus/AWP,0c37451b4cbca0429bfe6a3d06d99e6aba5f115a,4232,63041,433856,
614,Primus/CO2,7d139765386674796c7be7a35985260d64ceed86,116,51299,433856,
614,SNUADC/ECG_II,682a5166c2923d4dfe256dff6aa62867b3282ad0,782,0,3470846,-0.0683477
614,SNUADC/PLETH,97f70b15b2855b6dfda78656799c81e25aa9d82b,782,0,3470846,30.8396
615,BIS/EEG1_WAV,fe92c639baf72c121f556440a79e62c34fbf4962,1075,324,711331,
615,BIS/EEG2_WAV,8848c4b8318049444f9217ef6f95adbbb6f608b0,1075,373,711331,
615,Primus/AWP,e89c064562a4f00be31729fc31d1005a00be0395,170,1207,347330,0.6
615,Primus/CO2,db2905045bbccbe412de7e03f38178bcf162b70c,170,13723,347330,0.0
615,SNUADC/ECG_II,dc6d456ce9695729c37bf1c7d23e7d132a8e6435,1278,0,2778636,
615,SNUADC/ECG_V5,9ddb128595578390ff6f3f48a0b56576c528cc87,1278,0,2778636,
615,SNUADC/PLETH,d75f43305380a2b977ffb6f94c257b71d96aef25,1278,0,2778636,
616,BIS/EEG1_WAV,794f25d6a05816c1debddf2402c894feb2bb0f5f,163,598,1326579,24.2
616,BIS/EEG2_WAV,ebe96b3987dcfebe2cf681567ffff3335e1ab320,163,868,1326579,20.8
616,Primus/AWP,97eeb799a4e74d3fe1ebd5d876e09e9b79bcb4bb,1346,6662,647744,
616,Primus/CO2,841c460ab2b084334d5829bfe0c3297dc911c45b,74,64203,647744,
616,SNUADC/ART,1c28fb6c8ed07f180ed6cfe5e435c2d2d347d7b4,394,0,5181948,
616,SNUADC/ECG_II,fd8d98ae4e20a1c17690536e8e08a642e91e412e,394,0,5181948,
616,SNUADC/PLETH,8ec5ea64d00b3736eafd51ef9dabe68a8b439730,394,0,5181948,
617,BIS/EEG1_WAV,8629e5b7de864368c20f1d69d15df3b7d878f292,850,563,1399906,18.6
617,BIS/EEG2_WAV,495664d0a448549502bed179f86d4bf36a61d09e,850,355,1399906,19.4
617,Primus/AWP,d3a93816706d295b0c4c279d6cf9bcd84a22ef92,1498,1395,683548,0.5
617,Primus/CO2,3b32273be1f350d18630265628d7b38ba39be846,148,5158,683548,0.0
617,SNUADC/ART,bed5f9811150ca92fb624572e593dd0c50da9890,301,0,5468383,
617,SNUADC/CVP,3c4cf7da19606c6c3e53533513c6403ffaed4b8b,301,0,5468383,
617,SNUADC/ECG_II,5f09efcbcc7c66854efc08b63cc3e6eef8478077,301,0,5468383,
617,SNUADC/ECG_V5,36f07057db8bf390d907740318d28dbf2e431645,301,0,5468383,
617,SNUADC/PLETH,d9dccb711316944da43e4afaf6e2802846efbfaa,301,0,5468383,
618,BIS/EEG1_WAV,8313524ef5c689bf3cd158e330f2907b286ee278,2692,572,1532948,22.5
618,BIS/EEG2_WAV,c27cf84e55a140be095004589fb9d879e8d9eb18,2692,499,1532948,22.45
618,Primus/AWP,f6169c53a33385cb09548e5e7b25e8a0d9d57279,4643,32766,748510,
618,Primus/CO2,d929a6b7c4ffea19a4212d2166cf6b2f7b129529,1990,13016,748510,
618,SNUADC/ECG_II,f7b155c436a1c592fc218d2a9be10aeae7004f7e,10324,0,5988078,
618,SNUADC/ECG_V5,9dba80ba088205b49c314a21180f93a64c833cca,10324,0,5988078,
618,SNUADC/PLETH,eacb4d96ba1272802bb13dea5c0d07420c601507,10324,0,5988078,
619,BIS/EEG1_WAV,65a7a935a7614b4902fc6d4fde3c02653a64109e,149,0,409061,22.45
619,BIS/EEG2_WAV,57b611e162a7d1e7a60013b46c0050eba263aad5,149,0,409061,22.45
619,Primus/AWP,3cefbeb2458a4dbd2e07067a4a991e6d4a0f3a18,2517,33,199737,
619,Primus/CO2,7c49f0099752906527077b1bf495d9b5087d4f28,1137,0,199737,
619,SNUADC/ECG_II,63cd647511b7cfa3e71aa8a209b6578523a82fef,396,0,1597895,
619,SNUADC/ECG_V5,8fa524c0303eefee72f1021106fd3b22553e7995,396,0,1597895,
619,SNUADC/PLETH,e844c4e137c7a82dcabb68e0c24405aa567bca8e,396,0,1597895,
620,BIS/EEG1_WAV,bdb57859a2bf74576fe787cfb0b73008c3382618,3106,1341,2158642,
620,BIS/EEG2_WAV,d9ab8ff434415e7597e80553d8e8afb9e10d0e5c,3106,2067,2158642,
620,Primus/AWP,36d94ef64710b619b252a836fbd3fe2825a651de,4235,5782,1054025,0.1
620,Primus/CO2,ecc7ef8696957b9709c45c1e4ada4cb0c324ee56,1595,48619,1054025,0.0
620,SNUADC/ART,ea86d7d526effd284fd979b68534ee0d9948fd38,11322,0,8432196,
620,SNUADC/ECG_II,83403d2c082cf742dd9dc24c115b362ad2ffcceb,11322,0,8432196,
620,SNUADC/PLETH,8842c19d6658f2cfaa7ec19d545fd0aafa49bd46,11322,0,8432196,
621,BIS/EEG1_WAV,09a3106b6c75723c5604b6857739f44b1df99532,268,440,866348,
621,BIS/EEG2_WAV,561340ef5cc902b6f429f9d27ea716c4c9f467c5,268,822,866348,
621,Primus/AWP,792898c0d9b0b585a281bb6ea4c78dd57d2bb7a4,1402,21415,423022,
621,Primus/CO2,5ad4250a0a03f9ddbb231cdf4f8979cbf89e5f83,112,45086,423022,
621,SNUADC/ART,14deb7234319efb834957111217e4b65cdba2e72,783,0,3384171,-7.82223
621,SNUADC/ECG_II,e80c94981694aa87292e356904f39d78a1933493,783,0,3384171,0.0797709
621,SNUADC/PLETH,24c6988b816af2d1d82afb18aa3d1d1d299dc7ca,783,0,3384171,34.3945
622,BIS/EEG1_WAV,c49daa10a88dcfe34a0d49e2d7a685fbbb4660ee,2560,1194,2219264,14.1
622,BIS/EEG2_WAV,0ae6837a868b0783c946afae7d9cbbee7e6c9361,2560,2341,2219264,11.55
622,Primus/AWP,0785732359cb7a955e941f064a3f0a910ece643e,3906,0,1083625,
622,Primus/CO2,f2d86bd3047dc304c54a8456c3d707b7ed68a05f,1345,129241,1083625,
622,SNUADC/ART,1776c819dbe34f3ed5c931e2bf71dd7a0fe001c4,9032,0,8668997,
622,SNUADC/CVP,1d8a7ca0089405d3ca029255d2d061e0fc55ec4d,9032,0,8668997,
622,SNUADC/ECG_II,37770325b2fefde47c1ad7d8147f80dc85efa238,9032,0,8668997,
622,SNUADC/PLETH,9dd282bda42a4315daec99533131d00278455e68,9032,0,8668997,
623,BIS/EEG1_WAV,709b66afd1990a5f94f978bac6a9ed98c1930e48,196,207,516772,
623,BIS/EEG2_WAV,ded494a7e1f27b12fe7c46af2ba74f54a8de2aaa,196,330,516772,
623,Primus/AWP,c7946628c5da0b476cd62485241321f182fe7bd6,1444,41570,252330,0.0
623,Primus/CO2,cba2760f3ffc3b882116e4e0364be5cccbbc257b,120,17468,252330,0.7
623,SNUADC/ECG_II,4d1d5d23252d7fac7c5c81ce723e96e85cdb0f20,541,0,2018639,
623,SNUADC/ECG_V5,52a0a9b9c29e8ff04d0809a9d85afdb0d3cf6f74,541,0,2018639,
623,SNUADC/PLETH,9470c833bec4e04a73f9c19cf69d1072dd9a3250,541,0,2018639,
624,BIS/EEG1_WAV,d1ccf397a10340585ef1dd1a7e06b8fc3996ea13,262,1704,1523286,-22.2
624,BIS/EEG2_WAV,9d9f8e928016828f07eaf23fac735d15df660b0e,262,988,1523286,-17.45
624,Primus/AWP,3ede149566c98a4bf8935fdd3c6aeaefe6640471,1392,53170,743792,
624,Primus/CO2,8a07e791ea5af67d608ab46dc3cc2be4d990061b,152,69603,743792,
624,SNUADC/ART,5f4073af63b8cd4e1e5f9b72f74fa231d2105a52,631,0,5950333,
624,SNUADC/CVP,f1b7607c14ed93d733beaa0d7996bdb56962f77d,631,0,5950333,
624,SNUADC/ECG_II,3c1dc38f875b25ece139298d10311b06b9e344dd,631,0,5950333,
624,SNUADC/PLETH,bf0c6309cc2e9178049a0eef3ae129330c5dae02,631,0,5950333,
625,Primus/AWP,2a34cfa090452576fcee003297b5086ccd677e4c,44,0,202814,-0.188
625,Primus/CO2,ba1d4f051c53a511faedd4164d792c0b13b52dbc,44,38059,202814,23.025
625,SNUADC/ECG_II,78527e180433ef6a9fdbaf8af48ce31944e37319,208,0,1622507,
625,SNUADC/PLETH,6801c1434d6f4818f0fd07b2f402e8a75919f1e1,208,0,1622507,
626,Primus/AWP,4f8258eed741ec110e839536aef040ef362063be,6053,244,1986407,0.4
626,Primus/CO2,37059085e5d413701d373439743e091b58537e2d,557,46929,1986407,0.0
626,SNUADC/ART,2b190f516376e5e4e62dbd5d4baa4b5d7da8fa8d,1507,0,15891256,
626,SNUADC/CVP,ecfd0b73351b7af858c61f7ba22237cd938e802e,1507,0,15891256,
626,SNUADC/ECG_II,320b9dcf35637677910d27d4681457c2dec913cd,1507,0,15891256,
626,SNUADC/ECG_V5,09fe7b51f5a15f36be07d9f1c7a42cebc7309516,1507,0,15891256,
626,SNUADC/PLETH,0cda63beeecf66ca8748bca0b2a5573c7cacc6ea,1507,0,15891256,
627,Primus/AWP,9fb6fd85ca071254312490bb47f7d12d81305c64,8076,551,752946,0.1
627,Primus/CO2,ca1727de9460e14a9310de5e713ac486202fda0a,5436,53589,752946,0.0
627,SNUADC/ART,ba8bd95b5b1d7c39013afc509d3ccdcf1ada1fec,42268,0,6023563,
627,SNUADC/CVP,c32d21660ae76120f5a0bd6f277b1639c0567009,42268,0,6023563,
627,SNUADC/ECG_II,160eaca5877941ffcf05cd900e2a684fbe091d9f,42268,0,6023563,
627,SNUADC/PLETH,8ddab4bc40cd6ac7413bca21443a279b9b32663a,42268,0,6023563,
628,BIS/EEG1_WAV,d311f66a1fa2e59c103f5763cd93249c64f907b8,386,2729,3954450,
628,BIS/EEG2_WAV,70d2fa733c35f9c380fdb6dbf1cbd54c27682753,386,2752,3954450,
628,Primus/AWP,fbc51c345a890cabd0a6ea39dc780c8b1db3ddbb,25686,75527,1930884,0.0
628,Primus/CO2,a9d884782b53ca44b11dad26238411060f8952a3,8814,94564,1930884,0.0
628,SNUADC/ART,dbca6ac94604a28118b10f20f75795df888152db,720,0,15447068,
628,SNUADC/CVP,28a6af4182d2fd12b9a07b621e5116a3b4e2462d,720,0,15447068,
628,SNUADC/ECG_II,ac3030827f565dec463fee76e21d6ec097bb7f9a,720,0,15447068,
628,SNUADC/PLETH,3cc0cd2f7702545305ddfa5bce3f30578c4b95b6,720,0,15447068,
629,BIS/EEG1_WAV,f97664cbc63de7c8c06e50587aacff6c86f0e73b,363,7130,3851403,
629,BIS/EEG2_WAV,01fbd30cae5801d87ed2682c5160073441582ecc,363,3023,3851403,
629,Primus/AWP,8065967a2f45afe4a0faaea23fd7742a4056a5f7,83636,436,1880568,
629,Primus/CO2,7d0f5d2357007d76b14e74d007cfa57e33f39f2c,228,36121,1880568,20.2
629,SNUADC/ART,92ed36725f3b8d04b9f1c342827243818658da13,818,0,15044541,
629,SNUADC/CVP,e4856b9d8228c17d9138c27891c1150319f9736c,818,0,15044541,
629,SNUADC/ECG_II,bad1313e5018f847c7aef5fbf2298facad58e744,818,0,15044541,
629,SNUADC/ECG_V5,a4eef3f1f6b315d702de027a8c43fb9f9ed49e5b,818,0,15044541,
629,SNUADC/PLETH,0e56779dc3e188d26541a52353fc3adb7e358c8e,818,0,15044541,
630,BIS/EEG1_WAV,69a8f0cb8b2459f73d76f4bc987c9e34549c620d,88635,1141,1191211,
630,BIS/EEG2_WAV,1f62f376dc4f0fa0db6f36cad774ee22a95f464f,88635,1442,1191211,
630,Primus/AWP,c70b62b8338d4f93d7a9409220a42d0719af6559,3905,0,581646,-0.6136
630,Primus/CO2,a328b1537e5508e0dfa0b21d9cc3ea193c48dac9,1326,75124,581646,0.0
630,SNUADC/ECG_II,2b496f80b0e9554cec8287c16f8877b32d2a6b13,9671,0,4653167,
630,SNUADC/PLETH,ea02f8f3f2c262c8e2d00a1a420421b71196aa68,9671,0,4653167,
631,BIS/EEG1_WAV,21210079f358fb9f39ee4800e58a3ca427a499f5,3150,1689,2442635,
631,BIS/EEG2_WAV,594ebe8e6f161ad87e0db0aad3d6ace8e8176610,3150,2905,2442635,
631,Primus/AWP,23758be8ba138008876cc1b6a572ba01237366cd,4331,4579,1192693,0.4
631,Primus/CO2,0e36dbc38ecf20f1bf20acf07cda735696b8daeb,1663,44001,1192693,0.0
631,SNUADC/ART,4c5b1f1bc8cbf59d71a8745d1ea82407c0de11f1,11790,0,9541541,
631,SNUADC/CVP,5c3668d87406887a2418be9393f7e5242994fca2,11790,0,9541541,
631,SNUADC/ECG_II,e1373ac6853414b84e0d876b127722e14fd4d6b4,11790,0,9541541,
631,SNUADC/ECG_V5,b75647e708d9375c93a883f931b3df2c5376920a,11890,0,9541541,
631,SNUADC/PLETH,78649f4013dc1e428ce1e455f56e72b443760687,11890,0,9541541,
632,BIS/EEG1_WAV,6f549e66ddc5dd72e2abfca43e42542fa6339b6b,15781,789,1784319,65.6
632,BIS/EEG2_WAV,6238d5159900a03bd0e8d9ac1296d69370754980,15781,635,1784319,63.55
632,Primus/AWP,26f9af43f7b616cd6cc3359205230b8223c76db4,3042,23449,871250,
632,Primus/CO2,c0e52bd096c6c07d839819362f6e3bc8bcdf809e,290,49676,871250,
632,SNUADC/ECG_II,e253ce6f0ae96b36b77a113061b48de15ddcf8db,443,0,6969996,
632,SNUADC/ECG_V5,953d9e34b13da43618f95d6a6c82c89c4e346037,443,0,6969996,
632,SNUADC/PLETH,b882b221c933b6ce46bed86a713f4578cb92dbb3,443,0,6969996,
633,Primus/AWP,ae35c6e63dc8976319b3697b83336e4ff4818acf,4227,12632,761721,0.0
633,Primus/CO2,f40ec5df7b84b12cf1006b7f1f3080e7cda5509e,1551,11571,761721,0.7
633,SNUADC/ECG_II,f035397fa35c18953fe3e10124d109ae3651d693,10575,0,6093768,
633,SNUADC/PLETH,117e936645e7e2072464c999da699e19304c2a99,10575,0,6093768,
634,BIS/EEG1_WAV,029b1ae5576d5a0c67dfe882cef23b6a5f4bf48a,104912,3398,2374736,
634,BIS/EEG2_WAV,6665dacbb766cfb93db2c8e54266055db095dadf,104912,1497,2374736,
634,Primus/AWP,54f118b5b3c5e3cea1c5cdf15ebcaa6529e69eab,5439,65735,1159539,0.0
634,Primus/CO2,ace4f5ac47ecd8674f291f36f30e8309237bdfef,1539,79330,1159539,0.0
634,SNUADC/ART,3b34b89c63d9546bb1ed9563e8c053cfa188b0c6,12301,0,9276311,
634,SNUADC/CVP,4e821fcf2f136b5593b6ef127db48b39975fa0c4,12301,0,9276311,
634,SNUADC/ECG_II,0e2c7ccafc07e181b1015b2f54ee24d9c60260e4,12301,0,9276311,
634,SNUADC/PLETH,9fbc11207584e44d6102e04c1e95ad345b97b795,12301,0,9276311,
635,BIS/EEG1_WAV,dba37dfe7232850ba7189fbd45eaaeb0e6bcee18,387,383,594467,
635,BIS/EEG2_WAV,e0b32a321f249e749e53b0695a87def4a9d04072,387,526,594467,
635,Primus/AWP,e7fac2843e73a5026387d44a6eb20e64c0232120,1525,10717,290268,0.6
635,Primus/CO2,c0ff8d42d97e23fc7277fbb5b93317e2a7348bb6,198,36164,290268,0.0
635,SNUADC/ECG_II,f6092b765ed5db5142d5980bbd5e2ea349bac473,1091,0,2322137,
635,SNUADC/PLETH,e34e58957044800e842d0407c1b67f8e192aba5d,1091,0,2322137,
636,BIS/EEG1_WAV,de2cd14626f1347416b2d2f30730031c6bceb624,2753,836,1032305,
636,BIS/EEG2_WAV,63c81b6226e0cc4e3f5929f89fbd0daf2dc1f270,2753,770,1032305,
636,Primus/AWP,590af11fca1b948dd86245b198b5d48d6273495c,2666,34600,504056,0.0
636,Primus/CO2,03c8863ea2646ab4717fffa7735c4ee41b3fe6d8,1346,53591,504056,0.0
636,SNUADC/ART,238cc1f7cb676be0825af53d404094611b8b9b85,10319,0,4032441,
636,SNUADC/ECG_II,82a4fbbc6848d5e0c95aed19f03a8886e6a042ad,10319,0,4032441,
636,SNUADC/PLETH,e4a8e764c67e2dc88e82938b0a365e0bcaef394a,10319,0,4032441,
637,BIS/EEG1_WAV,12d6a54b78b7a68cf4b983648a37c2a39f2eaaa3,217,890,2361321,
637,BIS/EEG2_WAV,6a108c59b2e61d09c86a098404ec6a78fb9e9c12,217,990,2361321,
637,Primus/AWP,c742af6015a5f59e7a11985b095deefd0d38cc48,2730,20501,1152989,
637,Primus/CO2,38fa24bdf5d234cb96c2068b922b027304476300,179,12136,1152989,
637,SNUADC/ART,f868a9e95827278704a29cac7282777d7c4a7663,454,0,9223907,
637,SNUADC/CVP,b09d0f2d19fc99d9d47f8bbbc753bef1bc00f044,454,0,9223907,
637,SNUADC/ECG_II,a5eae9b4f1d5a37c3a5bd86960e834a78321b4d3,454,0,9223907,
637,SNUADC/PLETH,72548d289f511233b20ac7810b434508016af1f0,454,0,9223907,
638,BIS/EEG1_WAV,52f04fdb94bb8da3ed635cee69059927ba8d5a94,5625,912,1978265,
638,BIS/EEG2_WAV,ee66fa3221256711c01eaa7cab3e7e0ad91e227c,5625,1100,1978265,
638,Primus/AWP,94f851a02dfbce9953d3acfd2f24c2b9430a7333,4030,0,965950,-0.2944
638,Primus/CO2,4ee8fbc76feba9e73f3e18e7771aa5a79dd19aec,1330,30343,965950,0.0
638,SNUADC/ART,e427bc80ad90abe02e18d09b7cc2b3c618bcc855,9335,0,7727597,
638,SNUADC/CVP,31347073ba2761679c274e02c455b42ea480a988,9335,0,7727597,
638,SNUADC/ECG_II,84621bcd0a0d15102117b4fbff831b8dd4e7cecb,9335,0,7727597,
638,SNUADC/ECG_V5,8181c336d6a3a4953d4cb1755ac86f7901e1560d,9335,0,7727597,
638,SNUADC/PLETH,412800168daae0572149b0ddbbdd354d70c03898,9335,0,7727597,
639,BIS/EEG1_WAV,5b0544d710cf99ad316ee5d4c8aa8e1be3d2849b,2843,390,886475,
639,BIS/EEG2_WAV,92d6f231218c7891d0829bb2c225c82e9ccc0f50,2843,273,886475,
639,Primus/AWP,d2b58da81481444f38c9b26bcb6cda31bb1279dd,1638,72782,432849,0.0
639,Primus/CO2,f4c7a62b0e1d0ab4cdad9e31ea96bcfc94970d1a,279,21507,432849,0.5
639,SNUADC/ECG_II,c05d37486faf1758e7b61e9e76de327b0aa624cf,1061,0,3462790,
639,SNUADC/ECG_V5,b9dfbc5d95cf3584b64feb8f2fabbf54afd0fb27,1061,0,3462790,
639,SNUADC/PLETH,d397829e90a44b4cf3e63f3a2c28f01f74c57525,1061,0,3462790,
640,BIS/EEG1_WAV,f5688ae4bf61cf9414c1c2b48544ad792adff266,57,437,950002,
640,BIS/EEG2_WAV,59ff49212797e29f534c73a6157112d5799b3827,57,486,950002,
640,Primus/AWP,0538e57a8c52ae63b40ae5330b18deec0fbbf619,1387,0,463869,-0.6136
640,Primus/CO2,55243ac1921656acce1754fdd1ea1036533ddea0,1,6310,463869,0.225
641,BIS/EEG1_WAV,06272c0c7ea4da22867ab29f23bfae08c7839259,146,170,476418,166.45
641,BIS/EEG2_WAV,be3ff96a24bb58ee624eccb20900ea0d4c5bd257,146,181,476418,36.0
641,Primus/AWP,e01fe8f1c2f2b3016b6f8afd733d9caf8bbb59b1,2676,880,232626,
641,SNUADC/ART,c38bc773067f188972ea97f1bfad6df1060ba7e2,407,0,1861005,
641,SNUADC/CVP,55c3531771d46c8d80662f943c01a3eb8d4e742e,407,0,1861005,
641,SNUADC/ECG_II,a436f158dabea50bfb7dab0c0e6de9a4dfa4dff4,407,0,1861005,
641,SNUADC/ECG_V5,87a63ab85e91ef79d4bcd6f13728c7f1fdc9d124,407,0,1861005,
641,SNUADC/PLETH,b08e3a66d31bea5df090bee04a15180b668935dc,407,0,1861005,
642,BIS/EEG1_WAV,aec6ff92dc65fd8d70a9520ef4f9472ccf9c2f5d,147,408,988355,10.3
642,BIS/EEG2_WAV,d1396db6548bce380bb61123ee5e9f4372a76381,147,359,988355,28.75
642,Primus/AWP,ad680e6fb4979ec817c77924b0742defd5676091,2026,15756,482596,
642,Primus/CO2,5e7087bf64a1798e926725bdbb540172ee8b3ae7,646,42106,482596,
642,SNUADC/ECG_II,ab02624d19fd961df2049da85f51ccd185ff9368,372,0,3860761,
642,SNUADC/ECG_V5,394c294cd8ffebaa60682702a83324185d290e7f,372,0,3860761,
642,SNUADC/PLETH,3ea44ed86570043a87c4d177bab3c703c85164b7,372,0,3860761,
643,BIS/EEG1_WAV,40d083426dfb8e4f2dfb2b1664116586f7ab0713,430,330,817950,
643,BIS/EEG2_WAV,be14ec152e42bf719e05a6c23c813996ae97171d,430,162,817950,
643,Primus/AWP,d3a7aacbdecb246066dc9de985816b94eed405fb,240,23292,399390,0.1
643,Primus/CO2,4125e04c6254bb42fdf56dd9d9b301741fe77038,240,16685,399390,0.4
643,SNUADC/ECG_II,55c9f872bba2792364dd4fbf1c09a63c391cbf84,1402,0,3195116,
643,SNUADC/ECG_V5,30cf68cb1105d12edd4a019e8a7c548e187c4859,1402,0,3195116,
643,SNUADC/PLETH,af2e8eb141eb0092a58150bbb84fbbc94ab9662c,1402,0,3195116,
644,BIS/EEG1_WAV,91d0d2c704bc015e1103e4f6428e9938ece7e583,19458,2266,2561874,
644,BIS/EEG2_WAV,7eed3a65fa39b20fbe70f5bcd4078a7e994c5069,19458,3757,2561874,
644,Primus/AWP,117e330872a32afa861d34c2e3bf0c506308e42c,5571,48603,1250915,0.0
644,Primus/CO2,fbeb034d2fae8ebaeaf7d008d549b3fe99942432,1475,16502,1250915,2.5
644,SNUADC/ART,b9cc6a90eb2e4ef029249bfe7eb6e95c862ce33a,9968,0,10007320,
644,SNUADC/ECG_II,48c9350ff82b9b33b9dd0f59709977c1589e4fb7,9968,0,10007320,
644,SNUADC/ECG_V5,4a16da16c6b97b6f26eb91f038865c47948345f6,9968,0,10007320,
644,SNUADC/PLETH,9c4c300126741ecd604f1f7b76b6e7d93f03baa3,9968,0,10007320,
645,BIS/EEG1_WAV,44a793006b94d0c2015d835da9826a0a23621115,411,668,1370130,
645,BIS/EEG2_WAV,6678afa2a627168135f24dafdaeaaef84feb3519,411,1448,1370130,
645,Primus/AWP,608aa6f1c269cab6a8c160d4172b5a33a602efe5,2668,41666,669009,-0.2
645,SNUADC/ART,d4d4664484ac7542d3b78aba7506b0e4bdd269ec,1292,0,5352068,
645,SNUADC/CVP,fe3a4ec47a00cd41153712ae129c1b69feb391c1,1292,0,5352068,
645,SNUADC/ECG_II,27755925c3308da0f4cb3de67717a02d30b75ce2,1292,0,5352068,
645,SNUADC/PLETH,dc21e6bed81b30157780438885a3487959fb3285,1292,0,5352068,
646,BIS/EEG1_WAV,c643d101c42ad6f532c33d3c85c50ef0e28383b3,157,0,424045,15.85
646,BIS/EEG2_WAV,4d8261b79f0dba8938bb710c397f342d82b16bc8,157,0,424045,13.4
646,Primus/AWP,8e5ef959f7c3b10fd11b8caaa4b280772b905c73,1350,15359,207054,
646,SNUADC/ECG_II,40d37774d96905f0dc14ada9ab01ca9bb5155096,426,0,1656425,
646,SNUADC/PLETH,4f8586b3c11c0848dc6ead5503d16b835ecbc858,426,0,1656425,
647,BIS/EEG1_WAV,35871e40fdeddcacfe4350bae4b30b9c295c0c7d,3178,434,507562,
647,BIS/EEG2_WAV,0cddf7d468cc1361364d72b5ac3bb15870286ebd,3178,380,507562,
647,Primus/AWP,8b8e87ffe33149a4dc711d4678c14002731f06b7,1563,31076,247833,0.7
647,Primus/CO2,0b49bc1398568b8143f53dcef28a4d3430db0d02,1563,44948,247833,0.0
647,SNUADC/ECG_II,ebc4eb7474dcbb5b244d42be32866fceb02d4c60,12164,0,1982662,
647,SNUADC/PLETH,624dce270a542e879e130b17786d111e5a5ddd42,12164,0,1982662,
648,BIS/EEG1_WAV,8a5c72cfffe07ad1a17798b8fd1811f46f67a0aa,4321,373,614721,
648,BIS/EEG2_WAV,b5db86e3748801165207a3bc17936413ba96b956,4321,585,614721,
648,Primus/AWP,504f99215c7c670274ffa82ccdd35cd2a08e8664,4813,0,300157,-0.6136
648,Primus/CO2,5db47ee2984cd51627a483cc6a6f9a989f7cf1ac,2137,29804,300157,0.0
648,SNUADC/ART,374a9c9318babb87b3d79d1f5c975e2855fa62e2,16708,0,2401253,
648,SNUADC/ECG_II,11b2064861b647528117d82db1fa118c20e7cb59,16708,0,2401253,
648,SNUADC/PLETH,305d5506163fe0b28b7351f8f2071739b4b2165d,16708,0,2401253,
649,BIS/EEG1_WAV,0cfcbe6fe19d3f350d424ec00d8096a756d9c318,145,908,1852481,196.35
649,BIS/EEG2_WAV,4d661adadc63c50081590fe0a4a3abe08ddd62a3,145,1020,1852481,102.2
649,Primus/AWP,449ffc20928a7fc0293653cb9f8297b5100d73e0,2889,0,904532,
649,Primus/CO2,698606be02394cd7253276bfe63a63a23d0dc5fc,182,12325,904532,
649,SNUADC/ART,c14cc25e5dadc146fd40018d767c87f236adec42,440,0,7236253,
649,SNUADC/CVP,527de34500de2609ead87aa93a5af3841560e5bc,440,0,7236253,
649,SNUADC/ECG_II,53765c6d073becea54ee4a3db7524dcf819e6a6a,440,0,7236253,
649,SNUADC/ECG_V5,b48f90e1e0fb8b94b304cd06337e480d2a99c1f8,440,0,7236253,
649,SNUADC/PLETH,bef3c77856b4215b64ad785969a451795c01ca1b,440,0,7236253,
650,BIS/EEG1_WAV,80b12281ee98bbdfd59e7a7c8c75503b78894ff3,265,947,1156553,15.1
650,BIS/EEG2_WAV,5b872375f0b820ea4944f79a02da402393583721,265,1295,1156553,9.45
650,Primus/AWP,32b85709d875052b6a31d75cfda80a50752d1293,1444,0,564724,
650,Primus/CO2,aa980a9d5d32691f8de0adf4f351b844fe28e6b0,154,18546,564724,
650,SNUADC/ART,c79eb020a818779e57f05692328d7c102d5a2940,581,0,4517785,
650,SNUADC/ECG_II,acebbb53cdb90ee933b80379b5a81f918e5d2b32,581,0,4517785,
650,SNUADC/PLETH,8fdb11dec076a51527107114dd5299cdf0942f7b,581,0,4517785,
651,BIS/EEG1_WAV,49a78031de22749840a96eafd17ed695a3109520,3167,573,1178879,
651,BIS/EEG2_WAV,8f25d1187884fe366cab8f6086d583eb98492481,3167,692,1178879,
651,Primus/AWP,d6eec4362981fd29e5c365e4cae02eaaf37f43f3,1616,29057,575625,0.1
651,Primus/CO2,5572918116422505201be9048dc4b85fc2447c9b,225,2770,575625,0.9
651,SNUADC/ECG_II,3250c74e02176b8ab0dba700f14279638bc62d8a,938,0,4604993,
651,SNUADC/ECG_V5,cf21fd63639e26d4791132cffbfa6c6cc9f22ba7,938,0,4604993,
651,SNUADC/PLETH,392783ec35d273ff9ad7a8fd9dd3111ea3ceea6d,783,0,4604993,
652,BIS/EEG1_WAV,ad80e2b024ea1bead2b69adff493aa0fad57fb3f,246,957,2272854,43.15
652,BIS/EEG2_WAV,334e0d09ae53aa57c885af61edfe6f6b8a5ef7f3,246,1544,2272854,48.1
652,Primus/AWP,ccf51a4d49f2cb2610de5b95b7b7c4d8b2bb4a6d,2792,21604,1109792,
652,Primus/CO2,d1e6689d74bff5ef5e539ffc5e166fdbb28c1c57,182,26625,1109792,
652,SNUADC/ART,f094750f68fb32a7cfe7aeb5a82e4cd797522f04,384,0,8878336,
652,SNUADC/CVP,50327491219f52e95f73679770dea21813f1f0a9,384,0,8878336,
652,SNUADC/ECG_II,5a692f4680cd5a2fa7344a65da3cf8b2a8c2f94b,384,0,8878336,
652,SNUADC/PLETH,30228d2ab7cdf249a2ce72e192f8c16dc40660fa,384,0,8878336,
