caseid,tname,tid,nan_count_per_column,zero_count,size,samplingperiode
4109,SNUADC/ART,b640a586ac5075b332cd0f5b8a725123c893a5b5,458,0,2593356,
4109,SNUADC/ECG_II,8c03cfc18b88c80948f71b1a53dfb3080120c741,458,0,2593356,
4109,SNUADC/ECG_V5,8deddecab8d62941e00568baefdf44baa202d85c,458,0,2593356,
4109,SNUADC/PLETH,f7c9c7a526d802701e1ad0dd5b2042c4de2ed295,458,0,2593356,
4110,BIS/EEG1_WAV,a644031bb943038de6fd18d502d0650b6f966234,194,388,980034,
4110,BIS/EEG2_WAV,203994e95af4ed2b69a096f6379b1521f82fdc23,194,398,980034,
4110,Primus/AWP,e662b336d543f072ba4dfbc5d45e500940a081f4,3038,2846,478532,0.1
4110,Primus/CO2,8cbd891021452bc44eb8bd9bd9814b05715cb98c,1652,9946,478532,0.6
4110,SNUADC/ECG_II,e63feee936fe2cf72d2470cfd67b5747d2f7a12b,599,0,3828255,
4110,SNUADC/ECG_V5,1c43345d1c6b8b64df291146ecac132ad504c03f,599,0,3828255,
4110,SNUADC/PLETH,38f6d04c695a9d706e731581c875a1ea0d619164,599,0,3828255,
4111,BIS/EEG1_WAV,7897cb4825d122c0c73b34d3c3c56e4e31294aa0,1287,786,1287863,
4111,BIS/EEG2_WAV,f19c99ddf00690d7281bb248a6e454238ee3aa34,1287,1495,1287863,
4111,Primus/AWP,f5d99377ac9510534a43b7be3e503a371fa267c8,1932,614,628840,
4111,Primus/CO2,c7320d8441cf04eb6606a458355cb19f7b809cc7,640,26490,628840,
4111,SNUADC/ART,a5da798677e0b8431c5af483baefbbd3ab0b8390,4454,0,5030713,-13.747
4111,SNUADC/ECG_II,7a326ddc7c29db000f071770312582110f8dfb0d,4454,0,5030713,0.247639
4111,SNUADC/PLETH,ec159bdd8d0f5b2fd210d5d86ecbeb9474b66bcc,4454,0,5030713,34.7895
4112,BIS/EEG1_WAV,44f655ab8d55acd76b79c55e6a12bbac6baf2d54,2484,1642,3166324,24.0
4112,BIS/EEG2_WAV,e244b4591ae5cc02741f3e42e0887375424d867a,2484,1238,3166324,12.95
4112,Primus/AWP,3f0c0b35b3233653b22b7540735362cd9c4734d8,9184,9932,1546057,
4112,Primus/CO2,a816749b3580b51935bd7211784ee6a3f542e2f7,1447,43802,1546057,20.1
4112,SNUADC/ART,893ed807abe10be17097cf402b814cb7d57d9296,9283,0,12368452,
4112,SNUADC/CVP,50f5e43437eade40911d875ef48dbd9dc4c4a638,9283,0,12368452,
4112,SNUADC/ECG_II,412daa5bcb7be0c14db248ca256dc68c994fce79,9283,0,12368452,
4112,SNUADC/ECG_V5,5eed0dfcb9f7f95da3365ce046cf434226a65d85,9283,0,12368452,
4112,SNUADC/FEM,8bcd2d8f016ad7a6bee3391699fbdbf720607881,9283,0,12368452,
4113,BIS/EEG1_WAV,5192637a3be97bcf04015351cb1ce07c85dd8390,395,453,1030635,
4113,BIS/EEG2_WAV,9d47f56230bf7e90d3649ecd8d405e0849bb9804,395,471,1030635,
4113,Primus/AWP,4262c3da0c1cdfb6e3d5784eb16eb776f38645f6,1622,3534,503240,0.0
4113,Primus/CO2,33e360941114a7108c8bfbd63d1a8742afcbe448,290,48211,503240,0.3
4113,SNUADC/ECG_II,c4593b4b64b4176effd0a4ea8e438d7794df819b,1362,0,4025918,
4113,SNUADC/ECG_V5,2147a2cb1831b36b57fae0634cdf010e2ac407f9,1362,0,4025918,
4113,SNUADC/PLETH,42534bcdaa8c448748affd844fdb2d146dc00da2,1362,0,4025918,
4114,BIS/EEG1_WAV,9b49020856397bd35161a237f37342b2db044ac6,194,2037,2174466,20.45
4114,BIS/EEG2_WAV,a8e43b83c5bc932a15922306c814f250ae86d145,194,3160,2174466,-31.3
4114,Primus/AWP,3d69350217502304acd78188fe9edf7c0a0a9d51,4203,306,1061751,
4114,Primus/CO2,38f60c45aa2fd6f71375f8923b996554f02bf906,291,95948,1061751,
4114,SNUADC/ART,60413610ac7a253f45eb77d7a85c0426701faa31,355,0,8494006,
4114,SNUADC/ECG_II,31235a87249e437ac62479532caa7a0651029422,355,0,8494006,
4114,SNUADC/PLETH,fa3ffd0c22d42548a1f6f16f299fde1a0548f7d0,355,0,8494006,
4115,BIS/EEG1_WAV,923cbf0f0c869ce16e92e12456139c11df658cb5,98402,984,1421634,
4115,BIS/EEG2_WAV,27452e540c9fce4841f41dd97b7fd638c0538b88,98402,1591,1421634,
4115,Primus/AWP,eda0a649afbe85aaf82e102bbc34504f7db696f6,3857,0,694157,-0.5072
4115,Primus/CO2,c641f0aaf1b56ac9168ba8aa85d558bb5ae62490,2567,28381,694157,0.0
4115,SNUADC/ART,8f7e1d36ad8ec0ebd7b1de34575bf0c6e5ccfe11,19518,0,5553256,
4115,SNUADC/ECG_II,a336a8e4e166ce8a85bc8d939a052120a2e93ac2,19518,0,5553256,
4115,SNUADC/PLETH,580796ae275a21ad1c1dc022a2a2ab457dd0e8b5,19518,0,5553256,
4116,BIS/EEG1_WAV,81ebba8eec6471ae24cc75ec7007d3c7db8f18ba,665,718,1354905,40.2
4116,BIS/EEG2_WAV,8f506b3af2bd4f32f7c22d60930494dbc3050307,665,843,1354905,33.4
4116,Primus/AWP,af0b9232a7e55fef3630a8c19838159e6e8d58d3,2441,0,661575,
4116,Primus/CO2,a5598ef6db7972125b015f70cb9b025fe5b62a9a,1091,25866,661575,
4116,SNUADC/ART,f5691e4a1cb9b73d74aa78bd8e7aea03e1a50f2e,2343,0,5292598,
4116,SNUADC/CVP,d37256512ca4e8dc0b310164d81bab8024ea7be5,2343,0,5292598,
4116,SNUADC/ECG_II,177c70ac7f54a3a9beb0a4fa2f63cedcb294e115,2343,0,5292598,
4116,SNUADC/ECG_V5,4f140f06245fe2d02594f63fcbab33e7b12174a5,2343,0,5292598,
4116,SNUADC/PLETH,c042fe910674610d0813c20805aab1393202e74c,2343,0,5292598,
4117,BIS/EEG1_WAV,073887667849ed67fdaf65e3aef86f7dd7d0da8a,252,308,586508,
4117,BIS/EEG2_WAV,2873e6264c8edc54d768fb74ae808ccd067c0fad,252,461,586508,
4117,Primus/AWP,d6f42fc144b926276bddd34c2e2576a4d44c0899,4816,1141,286381,0.2
4117,Primus/CO2,f8fb1ab6acd2506fb4d7a8522462e7f8603fd2e4,121,52079,286381,0.0
4117,SNUADC/ECG_II,7602d5a3df09be8f1430feb8236d77963dbc0a7a,747,0,2291045,
4117,SNUADC/ECG_V5,fed813ecf5021c464dcf360985bd9e8ddefd9c49,747,0,2291045,
4117,SNUADC/PLETH,8e4e3b70c281854e2ed079bac0de30b083534380,747,0,2291045,
4118,BIS/EEG1_WAV,48bc0300346a88f59ce19f958d08aec696de88c9,255,1010,2064095,
4118,BIS/EEG2_WAV,12616fb02da19afbf206de3331ea880a6ffccfc5,255,339,2064095,
4118,Primus/AWP,5174c3d6d0c81c9a93819bb27b7eb300e12215f0,2982,4318,1007859,0.1
4118,Primus/CO2,13c2f02aa9e49b3b8c34c12eeaf594a228515118,279,23084,1007859,0.5
4118,SNUADC/ECG_II,052ed4ee2e6b5296ee37405772162f8d787b9716,759,0,8062871,
4118,SNUADC/ECG_V5,abb53e9a83176d3de6b72d0f27f90c1ee4b913fe,759,0,8062871,
4118,SNUADC/PLETH,e9c78f3ca0f6db8adf043b20f031dc1a4477158c,759,0,8062871,
4119,BIS/EEG1_WAV,7f046aee25e40744c375d623f56b8d3d50a2227c,168,204,487480,
4119,BIS/EEG2_WAV,ea5bd797a10d3d718c022db9a4a10a818f268ae7,168,206,487480,
4119,Primus/AWP,380c485c943a9efa6383b923f0bc39ced66f8de7,67,6498,238027,0.1
4119,Primus/CO2,269729cca9520e7bd87de2dbd1c0dd53e3f4c5e4,67,43888,238027,0.5
4120,BIS/EEG1_WAV,f2c8c3efed4efd933f2d617c94b3938a561591b3,660,633,1177599,
4120,BIS/EEG2_WAV,4d5d03954d72c6cf03ba59642ac94a7404919932,660,1353,1177599,
4120,Primus/AWP,32f26493e1589c65ef629a69313593c5fba482b7,1580,35798,575000,
4120,Primus/CO2,c48241bccc2743add58b62e5e9979093215fc5da,290,58673,575000,
4120,SNUADC/ART,fab0eee40455e383c3690da74da00e83546e0834,1407,0,4599993,-1.89748
4120,SNUADC/CVP,894195f02e8fb65680ff0a4b3a76b4d9b3f7005c,1407,0,4599993,0.0774297
4120,SNUADC/ECG_II,0cafacbcede1ed457f406a824007538aadbdf967,1407,0,4599993,0.0402726
4120,SNUADC/PLETH,a274fba445c16812b17226520121ce2eb1893644,1407,0,4599993,39.1343
4121,BIS/EEG1_WAV,b29d03d1204f7ab2b0c37cc6aa17893e929b6a9e,215,681,1300679,
4121,BIS/EEG2_WAV,e6832fffab776c812840ee6c4a8aed87a7fb7637,215,794,1300679,
4121,Primus/AWP,097f2700fb32b0cb9f700dc4356ff5ea23e91901,1568,0,635097,-0.188
4121,Primus/CO2,03e7ff25c715473c36c67fe1b9608615771892e9,177,66936,635097,0.0
4121,SNUADC/ECG_II,1e0be08904c2260d8c6331bf1a536937006e0c8b,620,0,5080775,
4121,SNUADC/ECG_V5,55b9b4cfe22abf4c8904d281c17c31e690edcea4,620,0,5080775,
4121,SNUADC/PLETH,953b631f07b22447eaf34cfdc1dc2cfb6d1a50e4,620,0,5080775,
4122,BIS/EEG1_WAV,3e7ca11b6fffcfa867929f54ed98ae195f2e5c1c,224,788,1417888,15.05
4122,BIS/EEG2_WAV,7d1f371b99b6840b963633ddcf49646efa1877ef,224,1484,1417888,13.5
4122,Primus/AWP,6f6ff286bfc7eb70a1ca4bfadc36043549006e81,3000,21064,692328,
4122,Primus/CO2,b71f4a02b69e2a1639f624ee79b1f93a4b3a4b4c,198,46082,692328,
4122,SNUADC/ART,b927ab6a32ce88e7d6656a6f42264c8daa943fe4,427,0,5538622,
4122,SNUADC/CVP,34e6994c2d691ef08b49658c94440a8dcf9fabc4,427,0,5538622,
4122,SNUADC/ECG_II,50988f0b9d1e21fc49fcf7f6f91e52fa970a2089,427,0,5538622,
4122,SNUADC/PLETH,cf1fa7345f16caa94a5fc11c7e6338af0837a3ea,427,0,5538622,
4123,BIS/EEG1_WAV,65d15482403e27a20833d09979b8936768039bc1,176,853,793392,
4123,BIS/EEG2_WAV,39954da519ab0bc76e8931d9346462f9ce5899c2,176,1259,793392,
4123,Primus/AWP,ccc76440ae418f4157acda1f3679fc89d321fc9a,1479,29486,387399,0.1
4123,Primus/CO2,1ceaa4c6f755e43b6d7de52a3be14df0ecfb5061,129,27830,387399,0.0
4123,SNUADC/ECG_II,ee12ae3aec34435a084ff35fe3dd1b32898cc3f4,489,0,3099186,
4123,SNUADC/ECG_V5,cf061f52278ad97d067ee67c44b099dce2c93d1f,489,0,3099186,
4123,SNUADC/PLETH,e024b9109bea20f1ee4573c38837e118f322a68a,489,0,3099186,
4124,BIS/EEG1_WAV,3838cee53d666594fce87bca6336212e34a56032,2542,837,1853998,
4124,BIS/EEG2_WAV,fe69075fde1bfc884cf699bd2b4f1d69fabd51cb,2542,408,1853998,
4124,Primus/AWP,c86e0fd983056012c4aa3e97d72657f3cfce1a93,4103,0,905273,
4124,Primus/CO2,43d60b72d3ce15f8070ba4c0cca4626dc8def4fc,1373,10456,905273,
4125,BIS/EEG1_WAV,dc8c7436cfa0ebffeecd0f199e9c0013af3426fd,5636,793,1670004,-28.5
4125,BIS/EEG2_WAV,636c5f83cb163ee82496fb3a42926fd26e9bad2b,5636,419,1670004,9.0
4125,Primus/AWP,4a8b993bc9d55516b38ce79a4fd118bba82fd0a1,2861,25866,815432,
4125,Primus/CO2,3b63ff4d91a9a14fc8c88ae090697d3f4533fe71,182,0,815432,
4125,SNUADC/ECG_II,c3e9449e717145a13561c1ee0351b3fdea35c695,400,0,6523453,
4125,SNUADC/ECG_V5,975abc3bea755f0459579fbede94c01872c934a1,400,0,6523453,
4125,SNUADC/PLETH,5cc2715d122a705be9c471dc4b18395cdeb5ed9d,400,0,6523453,
4126,BIS/EEG1_WAV,6af752212a16bc292e93a94528697d25dd1a8e01,453,62,477573,
4126,BIS/EEG2_WAV,d0e32c2d62f7991ccff833deb06374b200f8ccd0,453,62,477573,
4126,Primus/AWP,f06d3ef42f8cd8bb228725cfb67babf9e49715c0,240,1355,233190,0.1
4126,Primus/CO2,bb97266b8039af7ba919eeb26266f1a67fe84abc,240,1048,233190,0.5
4126,SNUADC/ECG_II,a27552a08fce537874a0196375d2a30b95ddfd19,1521,0,1865520,
4126,SNUADC/ECG_V5,5df32f91914846fb0d4bbcc93931c1d6c1fb3e06,1521,0,1865520,
4126,SNUADC/PLETH,f097eb106b8492506e03098029d0280a7d537319,1521,0,1865520,
4127,BIS/EEG1_WAV,638f8b7202080cf9f312f3bf5aab31ce096f5776,245,1386,1845509,7.95
4127,BIS/EEG2_WAV,87df87552646fd3ec7a226dd3cc6b5be3bd674cd,245,2642,1845509,-1.05
4127,Primus/AWP,df30eaae4b043c20f1d5351bd44371d5efff8821,2750,21494,901128,
4127,Primus/CO2,b02e11d8c4e7a637955e9c138c0c4aa9044c0d27,168,42752,901128,
4127,SNUADC/ART,dc4543f141c5c47b4fc0740ba96c9e9c25c00b60,425,0,7209018,
4127,SNUADC/CVP,7770b3a89b473fd341d64f86868fc830b104ab0f,425,0,7209018,
4127,SNUADC/ECG_II,2bf6e68ade8d22bed47b46c3613cfafdb9c27117,425,0,7209018,
4127,SNUADC/PLETH,06a43b822b54c4bb227f33c290ebe9e4a71f4f1f,425,0,7209018,
4128,Primus/AWP,898ac37c2e37f0ac5665492ab7cf1ebdab24bb59,2661,12015,657937,0.1
4128,Primus/CO2,f09116f3c54795b1c2d97aa7f008eb86ca98e322,127,75184,657937,0.0
4128,SNUADC/ART,141c4859ff8281401c3a07ed6e5000db0cdffc5e,97,0,5263492,
4128,SNUADC/ECG_II,967e8146aacb1077191f0981d0b601e6444fa05d,97,0,5263492,
4128,SNUADC/PLETH,71dfc09daca6854925215fb9f467d090dcf4bcb1,97,0,5263492,
4129,BIS/EEG1_WAV,62de35dd47de4b7a8c9187d059ebea7e9188fb6b,284,298,428300,
4129,BIS/EEG2_WAV,791fcb63a8b15532d9f9f4b3f1ec39937245a20e,284,553,428300,
4129,Primus/AWP,2d0e8cc9d213e3ae0ad12c3bb40f85775475fd14,151,22946,209131,0.4
4129,Primus/CO2,87ace6a42c775ab3a889851843e32e85a51150a4,151,1841,209131,0.0
4129,SNUADC/ECG_II,677c3410ceee963df33ce6669fba1aae99e53f51,947,0,1673046,
4129,SNUADC/ECG_V5,3994a4d029444c3d644b7ff2dfedc68cc8fbf471,947,0,1673046,
4129,SNUADC/PLETH,568f6925d370228c16a029610bcb580acdbfbbfc,947,0,1673046,
4130,BIS/EEG1_WAV,1482bdb81aa53c3f813d4578ff68bb8d18b71859,185,283,657097,
4130,BIS/EEG2_WAV,86e0ba11a31932499e6839a77bf4cc2c824fd06c,185,260,657097,
4130,Primus/AWP,55dbff61da883e46405b0c07b267d75f71143cdd,1469,9867,320849,0.0
4130,Primus/CO2,3449f4d4e5ea4802f26b10e51019db509c7a2b6b,119,24682,320849,0.7
4130,SNUADC/ECG_II,b2e8c18f938874d3ea3a460d0d99ddb5d8ce5d43,487,0,2566785,
4130,SNUADC/ECG_V5,785009c6969d9dc4ac73c610402dc3bc721b8ce1,487,0,2566785,
4130,SNUADC/PLETH,71a9a704cd79b86335f0f68e68e05490de46bd8d,487,0,2566785,
4131,BIS/EEG1_WAV,c4ebf3007a86ba07f2d0862d3fc67d1886ee791a,171,275,639147,18.85
4131,BIS/EEG2_WAV,c0d44bf2977d7faaee58ea9755772c7f8146bad9,171,383,639147,20.1
4131,Primus/AWP,7d5ec1acc1d0fd9ee79358d74263da0b39bfa4a0,114,0,312084,
4131,Primus/CO2,7affa01bd6230352316c06ec1514ddd415631dc5,114,20861,312084,
4131,SNUADC/ECG_II,e27f75b18d09d9c4cf8693281c93ba2f0b9a1b91,469,0,2496666,
4131,SNUADC/ECG_V5,5b51c911f7afd88bba1574adce6ee03403cd3db4,469,0,2496666,
4131,SNUADC/PLETH,e5191df3b0bdea2fa0c5322a3e79ba43b9746c2c,469,0,2496666,
4132,BIS/EEG1_WAV,11e6247758ed79ddffc9dd0f645144c04b2d907e,9276,1264,3066924,
4132,BIS/EEG2_WAV,bdd30fad383c3c12e3c0f6ea0d5a596d8c551ec7,9276,577,3066924,
4132,Primus/AWP,8d1f1d5a4710699978dfb85b90b57df953cbed10,6691,28462,1497522,0.0
4132,Primus/CO2,2db44f7733971bfbaac8680f7782bd820f2ab224,2562,53078,1497522,0.8
4132,SNUADC/ECG_II,36b37bbfc68e8cec67439c714277f58a3b8ff9a3,17974,0,11980169,
4132,SNUADC/ECG_V5,f7c335074ad944be8520625041df333a4f63d512,17974,0,11980169,
4132,SNUADC/PLETH,4f5b1590abe90d2e54eec5e6e1e730c9266a8341,17974,0,11980169,
4133,BIS/EEG1_WAV,c34cce99b668edb251bee6e505b4d5235c2af2cf,180,1156,1792180,-3.65
4133,BIS/EEG2_WAV,3f96cedecc6572d1062309e50de3f616bae3807a,180,1834,1792180,-1.05
4133,Primus/AWP,86ebff93d3f9a10aacfa4c08ca8c0e7a1c82e310,1458,57626,875088,
4133,Primus/CO2,e35bb6e9eaedbc2f58f9170afc3f1db49107fd7f,108,54657,875088,
4133,SNUADC/ART,554235bc0aa25a6395dfdc3ac3309d31db42f7b4,449,0,7000702,
4133,SNUADC/ECG_II,776ff71ff7ad048114e64b90198ceec9bd7436ac,449,0,7000702,
4133,SNUADC/PLETH,393ed44561c93d40bc15573c216603890c6eaf14,449,0,7000702,
4134,BIS/EEG1_WAV,e7568f33ebb8205e238f634e9b9960f5fe450d99,2779,793,1854703,
4134,BIS/EEG2_WAV,4cec4fa449c2c46561d5d6f359716074ee8772f2,2779,881,1854703,
4134,Primus/AWP,2d8ee36d8bb85e994552c2fcf9c61329d3b465d1,3883,370,905617,0.2
4134,Primus/CO2,dba2a41e7d380db0b7b05fad3ba8a9de8ac6168d,1387,39776,905617,0.6
4134,SNUADC/ECG_II,5e95aaa68c3505f50cf109a250366944125ba1b1,10381,0,7244934,
4134,SNUADC/ECG_V5,2bc0a4e9c3fb70050587534c9fbcf8685c7c22e1,10381,0,7244934,
4134,SNUADC/PLETH,ee37e3587dda7f2e6d5f5549510bab2fe140083a,10381,0,7244934,
4135,BIS/EEG1_WAV,273c96276f3d3d25234792c1ea643645e248c220,227,809,1741859,
4135,BIS/EEG2_WAV,2e80e0a56f812d2ff908edf1462e74620d377c40,227,609,1741859,
4135,Primus/AWP,a99b21cc8f2a7f3d0c98940874a96ac6bf8e49b8,2888,0,850518,3.14
4135,Primus/CO2,89e2c69faad6b935f86aa2a673c573f6247c527d,168,37977,850518,0.1
4135,SNUADC/ART,4762df4af0091042b447327162372d22d13aa1c6,823,0,6804137,
4135,SNUADC/CVP,b51873c6cdf4f3d79a50182ad8b1a65d7c99047a,823,0,6804137,
4135,SNUADC/ECG_II,3b65da98ca3fdd36ef140dfcb1cae21b475082f8,823,0,6804137,
4135,SNUADC/ECG_V5,c307316a1d0dbee69b764a3c799729a132ae6f06,823,0,6804137,
4135,SNUADC/PLETH,cc13305e682923c44a15ce37c6547c5db371167f,823,0,6804137,
4136,Primus/AWP,ba0885488ff0cd35f090aee096090f329eb728d2,2110,3860,375236,0.1
4136,Primus/CO2,ab8004b343042350970f14e0116a0ab1a40918f1,776,29472,375236,0.0
4136,SNUADC/ECG_II,ebbb8648a5959590f84ddb876e9fea5686d36f21,1389,0,3001886,
4136,SNUADC/ECG_V5,51785b2014a40875d5f8b79e63de71b8e2bda230,1389,0,3001886,
4136,SNUADC/PLETH,63edd1b399dc9bceded73f814d08dfb6fda15ade,1389,0,3001886,
4137,BIS/EEG1_WAV,d4b2a739e0fed706c20584bb9a8aaf59ffb9fdfd,202,939,2222826,17.65
4137,BIS/EEG2_WAV,fe68c8b13565efaf08115c80f18723daa981f6ed,202,1379,2222826,16.0
4137,Primus/AWP,46ecdedc07caabef61378cf2e6e21f3eebd61cb0,4036,6667,1085365,
4137,Primus/CO2,a824ed79c2456eb2beb10925e541ca20a07a35b8,145,52194,1085365,
4137,SNUADC/ART,eb1d1fd21ee8e8d28627efde1d3ea5331a0f6637,363,0,8682914,
4137,SNUADC/CVP,2da6ecd96a35073f653270d370d7e46ef7ffc300,363,0,8682914,
4137,SNUADC/ECG_II,b3045a3c63a62e624d231e42d9c75486a0bbfb03,363,0,8682914,
4137,SNUADC/PLETH,c38f8a916cd5ab10f620139fecf7ab57070f82c9,363,0,8682914,
4138,BIS/EEG1_WAV,010e08b38ade7d034b722b2a316661307464e8f6,24,149,324054,
4138,BIS/EEG2_WAV,0c0e8c34df86352a536629693253a01a007d91be,24,209,324054,
4138,Primus/AWP,5f997e6b0cf59a95163be2f5c5d044add70e0966,1390,2765,158230,0.2
4138,Primus/CO2,431b5587d0c0c3fea0bbd4287a5f93d30d87568d,1,11816,158230,0.0
4138,SNUADC/ECG_II,5db7f819fd5ab660369ee7a1fb90853ca39d3fd9,9,0,1265833,
4138,SNUADC/PLETH,af7ddb81fe1b164086262a733a47f266848745b4,9,0,1265833,
4139,BIS/EEG1_WAV,3740c9d7d2f36e5269a56fb043d1243f3979525a,276,181,431412,
4139,BIS/EEG2_WAV,f39f20e7519a876918c0f68458a90b0690a5bebb,276,238,431412,
4139,Primus/AWP,7edfdd2254d327478cc6641d4663bce1e88e2583,171,0,210651,0.4504
4139,Primus/CO2,0c52ec19093daa211e308ecbe5613546442885ae,171,16117,210651,0.0
4139,SNUADC/ECG_II,faa36794f8cb54c767ed3d19a89c4a70a0fe7664,974,0,1685203,
4139,SNUADC/ECG_V5,21036281b865ca07f1d35c3db667b990cad7ca3f,974,0,1685203,
4139,SNUADC/PLETH,6edeffd4aaa37f2aefbf0ca26ddd6d35f771cd2f,974,0,1685203,
4140,BIS/EEG1_WAV,48ba756032d2ae2c3b61b6c9da1dc63b1e10f5c9,5828,1196,3857204,-121.85
4140,BIS/EEG2_WAV,1447c8280d825baf90316f308ed2a34f6780cd13,5828,708,3857204,-59.75
4140,Primus/AWP,3af0b0efb495bf99395e76ebd43942eafbd772cd,10134,592,1883401,
4140,Primus/CO2,ced176e3b0c7b3285899fc5e22d9796c99336a36,1741,36288,1883401,
4140,SNUADC/ART,68493c37980961c600adbacc3d7bdc534065607f,12494,0,15067201,
4140,SNUADC/CVP,10ab98456f7d884aad3a61c3f4ca273e2ec44325,12494,0,15067201,
4140,SNUADC/ECG_II,a39b2d1e548d56f8e734f5fdcd5cb7c03e57bbed,12494,0,15067201,
4140,SNUADC/ECG_V5,bd4d160181b7ba49f48fc2836f49ed6a4cb88d37,12494,0,15067201,
4140,SNUADC/PLETH,9788e31ee3a5ade3e753bd93c847a8bcba05b219,12494,0,15067201,
4141,BIS/EEG1_WAV,f1043b33ef94148ba01f5b84397677e349b1370e,483,0,559587,
4141,BIS/EEG2_WAV,2b407ad427315a32db54841f034c07f4bca57a9d,483,0,559587,
4141,Primus/AWP,b6d8d8cd3b60ed09d59202232df64f7b5e32d4be,1617,7271,273236,0.1
4141,Primus/CO2,051ef6fde38a36e11f17d8ec120b0e978b259259,266,716,273236,0.1
4141,SNUADC/ECG_II,7201803e7accf62df560825d7610bd0e30544de2,1689,0,2185887,
4141,SNUADC/ECG_V5,6262e50a718d32083daaa4432d953121c673bd18,1689,0,2185887,
4141,SNUADC/PLETH,ea56b74abd6e87264b3360ed4d680cfe61beebb1,1689,0,2185887,
4142,BIS/EEG1_WAV,e732b6b6e9d146fe0ba38dc8e17638bb6076e35d,115,234,786249,
4142,BIS/EEG2_WAV,849511d1666513c3148fe5c27bd3051d3287385a,115,358,786249,
4142,Primus/AWP,1e10d3ce788c455a1def417bfcc6d7f933c798c9,1411,16159,383911,0.5
4142,Primus/CO2,8a2b27b54a62a0bd91835ac38d034d92dd317007,1,17793,383911,0.3
4142,SNUADC/ART,54df7495c790b566d1af053d7a2bc4a729357f9e,857,0,3071284,
4142,SNUADC/CVP,3cef8733f449ddf80554bdb30891e711f5c64ffa,857,0,3071284,
4142,SNUADC/ECG_II,7890cc87cd0123e33db7d92564a49f0dc41f9c44,857,0,3071284,
4142,SNUADC/ECG_V5,a5e8b6df3b9e3cb659640ac3c31383a08020abe0,857,0,3071284,
4142,SNUADC/PLETH,6855d55c476a29bad4b75e54f5978949e4dfed60,857,0,3071284,
4143,BIS/EEG1_WAV,f62c713536762c3ccef842204f228b94e338f311,237188,3326,3871437,
4143,BIS/EEG2_WAV,10e3fc690ded3836270fd51a9b1215630578f637,237188,5220,3871437,
4143,Primus/AWP,fdc7282bc20ad3471b1b0489a9f19a8eba6af9cf,7873,25009,1890351,0.6
4143,Primus/CO2,f3f318d27c61743ae3afc386ae1f3e8e544e0e94,2481,31259,1890351,0.0
4143,SNUADC/ART,6ba5f758095e68126da1cfb5b5e385718ff6d674,17177,0,15122801,
4143,SNUADC/CVP,ec87f6eaa616a020ffda6034d7ffb60768e6d423,17177,0,15122801,
4143,SNUADC/ECG_II,9e83c43e77bc08cf4e7b0361c5c67b701a5b1ae4,17177,0,15122801,
4144,BIS/EEG1_WAV,84815aa348d79e97dd7c9ddcc84731c95f8eeb47,2757,2544,2489205,4.4
4144,BIS/EEG2_WAV,01549ec46f9e647e39da6f28486a2739891bf68b,2757,4179,2489205,2.75
4144,Primus/AWP,922d936f2de15931b6d7d10034bbca7544a6ad32,5565,43124,1215433,
4144,Primus/CO2,ce8fd25220b8864f543fb9f0e4ab3b167115db36,1453,26588,1215433,
4144,SNUADC/ART,b76522dd7378edd66af1dabe072b923b620978b3,10207,0,9723457,
4144,SNUADC/CVP,140578a988658f45e7c6f13ac42da324bdc28ba9,10207,0,9723457,
4144,SNUADC/ECG_II,04093cde47e47c70c30ebda45a5942de2c2cd9e8,10207,0,9723457,
4144,SNUADC/ECG_V5,ba6bed843d81da7654dcb347c2c5b3ea82f44596,10207,0,9723457,
4144,SNUADC/PLETH,0e54f6489e8ec2b4b8b31a4688cd410884d08674,10207,0,9723457,
4145,BIS/EEG1_WAV,cfb2a3272bff45566c23662f5e0a7520bd4bac0b,2313,505,1263641,
4145,BIS/EEG2_WAV,de62dc8fbc33790e064b4f0f9582d29452d02ddb,2313,576,1263641,
4145,Primus/AWP,7dae87b341b755fe478b3676572609bd8fe0cf36,3182,20830,617012,
4145,Primus/CO2,2ce349005782060b85ca69ca1d2c54aaf9f480bb,1772,26579,617012,
4145,SNUADC/ECG_II,ab9913106aa1bfec8d5ab260b559472064ead122,8859,0,4936096,
4145,SNUADC/ECG_V5,3b7df85eaca87f612982c9a5a82962bfd673a88a,8859,0,4936096,
4145,SNUADC/PLETH,11bcf6991696839915fc0042b69b0e056b1c79ec,8859,0,4936096,
4146,BIS/EEG1_WAV,f2815b830788992d36f069e919b5a8cac3864213,244,878,2897364,
4146,BIS/EEG2_WAV,c137b7f680296fdd8404761b3edcd1a15a1259a3,244,1538,2897364,
4146,Primus/AWP,b6b97b3c4c8508d6bfd8c9e91eb16748dfe805af,3989,802,1414729,
4146,Primus/CO2,919f427605102b371ce41dd6f55158e07c93a346,139,40041,1414729,
4146,SNUADC/ART,7a1a7319c7d0911449a7fd1530b9802bdcb928ac,363,0,11317826,
4146,SNUADC/ECG_II,b515dda6761b24fdb848933bb891293c035a1baf,363,0,11317826,
4146,SNUADC/PLETH,34835bd3b4ce6d2bce3ddf9cace557a3cb12bea8,363,0,11317826,
4147,BIS/EEG1_WAV,3be758d064dc19b54c9bad0e9ecc98439b7455a6,343,0,863591,
4147,BIS/EEG2_WAV,8654008e8483918c8f46e458417a3613a4449e48,343,0,863591,
4147,Primus/AWP,73d0dbf0257c40c8fe900b286afbc6115a61da74,4118,30,421676,0.3
